Blog	questions	better	best	some	point	don	love	company	like	latest	episode	people	support	our	ll	via	other	help	product	work	years	design	search	my	ve	been	companies	time	once	why	year	watch	when	back	always	me	david	open	such	far	question	had	trump	really	their	donald	then	house	which	white	no	right	president	his	pretty	go	its	own	morning	comes	says	use	much	else	those	same	things	family	lead	often	so	case	put	tell	street	need	your	lot	even	many	while	doesn	most	home	does	bit	course	big	than	long	thing	down	do	too	any	being	get	least	building	re	just	very	way	where	want	say	sure	america	were	know	there	these	care	them	words	let	would	friends	talk	over	important	bad	will	because	d	night	who	anyone	think	system	he	public	life	try	private	after	old	here	everything	made	before	job	late	into	sometimes	if	internet	email	social	free	us	make	am	without	pay	stuff	asked	happy	data	past	nothing	two	first	still	continue	reading	business	might	site	m	facebook	never	ago	web	tech	york	well	did	going	china	got	last	list	easy	post	appeared	next	online	also	him	only	real	day	days	photos	may	art	must	matter	five	said	doing	though	probably	google	now	app	working	actually	number	used	service	see	idea	different	box	read	wouldn	using	group	b	each	another	both	find	around	store	place	full	name	something	game	lost	content	tools	isn	share	should	blog	thinking	top	little	won	create	businesses	features	week	amazon	youtube	comments	video	u	story	today	media	seen	future	major	yet	project	set	summer	calls	man	early	apple	products	buy	world	through	school	spend	available	could	information	needed	stories	study	her	went	found	makes	simple	million	recently	together	everyone	human	review	report	already	good	call	government	users	between	based	rights	done	making	less	under	example	country	able	look	along	twitter	news	told	off	give	learn	away	during	ways	feel	few	become	means	high	show	digital	cover	great	security	including	states	take	e	per	currently	head	move	united	three	th	again	car	left	six	ever	hard	experience	started	american	website	since	members	state	city	every	part	former	person	play	personal	hope	camera	platform	almost	plan	response	mobile	shows	page	come	looking	music	text	whether	second	coming	months	change	live	run	check	getting	however	team	health	start	didn	power	hours	someone	called	nbsp	according	smart	network	movie	com	light	against	kids	mind	kind	nearly	black	deal	half	women	bill	took	four	death	john	month	june	friend	moment	side	having	keep	enough	maybe	posts	she	line	happened	event	writing	thought	write	end	mean	money	instead	small	among	especially	times	came	original	short	book
ReadWrite	0	0	0	4	0	2	0	0	4	0	0	6	0	4	1	0	0	3	4	5	6	5	0	0	0	2	5	2	0	3	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	1	0	0	1	1	0	0	0	0	3	26	0	0	3	0	0	2	0	0	0	0	6	4	1	0	0	0	0	0	1	0	0	0	1	2	2	2	3	0	0	0	1	1	4	6	5	0	1	0	0	0	0	0	4	1	0	5	1	0	2	2	0	1	0	0	0	2	0	0	1	0	1	0	1	1	2	0	0	0	2	1	0	2	0	1	0	0	0	1	0	0	0	11	1	0	1	20	0	1	0	6	1	0	0	0	0	1	5	0	0	3	0	0	0	0	0	0	3	20	20	2	3	2	0	1	3	3	0	0	1	0	0	0	0	0	0	0	0	0	5	4	1	0	0	0	0	1	0	1	0	0	0	2	0	0	1	1	4	2	2	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	1	2	1	0	2	0	0	0	1	0	5	2	0	5	0	0	0	2	0	1	0	0	0	2	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	2	1	2	0	0	1	1	0	0	3	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	6	0	1	4	2	1	0	8	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	5	0	0	4	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	5	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2	2	0	4	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	1	0	0	0	0
Schneier on Security	0	0	0	1	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	3	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	1	1	0	0	2	0	0	0	0	2	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	1	0	0	2	0	3	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	0	1	0	1	0	1	0	0	1	2	0	1	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	6	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	2	0	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	7	0	2	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ScienceBlogs - Where the world discusses science	3	4	2	17	2	9	2	2	17	0	0	20	1	16	5	0	10	11	0	8	5	0	0	14	10	19	5	8	2	7	6	2	21	8	3	10	0	1	15	8	1	10	4	6	28	2	7	0	21	1	14	3	1	12	3	2	5	2	1	1	1	5	10	1	9	4	5	1	0	4	18	5	4	3	0	8	6	3	22	12	10	3	10	2	1	1	8	7	11	10	6	2	14	5	10	6	6	3	0	2	19	10	6	8	10	2	1	1	16	10	23	15	1	16	0	4	15	5	1	11	6	3	19	9	4	0	20	0	3	2	32	0	1	1	0	9	2	7	0	4	6	0	1	12	1	13	0	0	0	4	11	3	2	5	1	1	1	1	5	4	4	4	6	9	2	0	0	11	1	4	0	1	1	2	0	0	8	4	5	1	0	7	4	1	6	1	2	0	14	7	8	0	6	0	0	3	0	7	1	3	2	2	6	0	0	9	0	1	3	0	3	0	13	2	1	0	4	1	1	2	12	1	7	8	0	6	2	4	1	1	1	0	2	0	0	3	1	12	2	1	1	5	3	1	0	0	4	0	0	1	0	0	2	2	2	1	2	1	8	1	1	0	0	2	0	0	1	1	19	4	2	0	0	17	1	1	2	4	7	0	3	1	1	1	2	1	1	9	4	1	5	1	2	4	0	3	3	1	8	3	5	6	5	0	1	0	3	0	5	0	6	1	1	0	3	1	1	1	1	3	0	1	1	2	3	1	0	1	8	7	1	3	2	0	1	3	0	3	1	1	0	4	6	0	0	5	1	3	0	2	0	4	5	0	0	0	1	7	0	0	2	2	2	0	0	0	8	2	0	0	3	3	1	1	11	1	0	0	2	9	0	4	1	2	10	0	2	1	0	0	1	0	3	0	2	6	0	1	3	0	6	3	0	0	0	2	3	1	2	0	4	0	2	1	3	0	7	1	1	3	0	4	0	2	2	0	3	3	1	1	0	2	1	5	3	2	0	1
Search Engine Roundtable	0	0	0	0	0	2	1	0	2	2	0	0	0	2	0	0	2	0	0	1	1	0	13	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	2	0	1	1	1	0	0	0	1	1	0	0	2	0	1	0	0	0	0	1	0	0	0	0	4	0	1	0	0	0	2	0	1	3	1	0	0	0	1	0	0	1	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	2	1	0	0	1	2	2	1	0	1	0	0	3	0	0	2	0	0	3	1	0	0	5	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	3	0	0	1	0	3	0	2	0	0	0	3	0	2	0	0	1	1	3	0	0	2	0	1	0	0	0	1	5	0	0	1	1	1	0	2	0	0	1	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	3	0	0	0	38	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	1	1	1	0	5	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	2	1	3	0	0	0	3	0	0	1	0	2	1	0	0	0	0	4	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ShoeMoney	0	0	2	6	0	6	0	1	2	1	0	12	0	0	2	0	4	0	1	5	2	3	5	1	5	4	0	8	1	8	0	2	8	1	2	0	0	1	0	0	1	2	0	2	10	0	3	0	0	0	2	5	0	4	0	2	1	1	0	0	1	4	4	4	4	1	6	0	0	1	5	0	1	1	2	5	36	0	2	4	2	1	4	0	1	3	0	0	5	2	1	3	10	0	2	0	6	1	0	26	15	0	3	1	2	2	1	0	2	4	4	2	0	2	0	2	4	0	4	1	0	2	6	2	0	0	3	0	4	0	5	0	0	1	0	1	0	19	2	0	1	2	0	2	5	14	1	0	3	0	0	2	0	0	0	0	0	0	1	0	3	1	2	3	0	0	4	5	1	1	8	0	2	3	2	0	1	6	8	0	1	1	0	0	1	0	0	5	1	0	1	2	1	0	0	0	1	2	2	1	0	2	1	7	11	4	0	0	0	2	0	1	2	0	0	2	1	0	0	0	0	1	0	0	3	0	0	3	0	0	3	1	0	10	3	4	0	5	5	3	1	1	1	1	0	0	0	0	4	0	5	0	1	5	2	1	1	0	1	0	0	0	0	1	1	0	0	2	4	4	0	2	0	1	1	1	0	0	0	2	0	2	0	1	0	0	1	0	0	1	2	2	0	1	1	1	0	0	3	0	0	1	1	0	0	4	0	1	1	0	1	1	3	0	0	3	0	3	1	0	0	3	1	1	3	0	0	0	3	0	0	0	1	0	0	4	0	0	0	3	0	1	1	0	0	0	3	3	1	1	0	2	1	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0	2	0	1	0	2	1	2	2	3	0	1	0	3	1	0	0	3	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	1	0	0	0	2	5	0	0	0	1	1	1	2	0	1	0	0	0	0	0	2	1	2	3	0	0	0	2	3	0	0	0	0
Sifry's Alerts - David Sifry	3	2	2	21	0	7	4	1	19	2	0	3	2	11	17	2	8	7	8	7	2	0	3	16	25	10	3	11	5	8	10	1	13	1	1	8	0	3	1	3	0	9	0	16	21	0	6	1	11	1	3	6	1	2	2	7	2	3	1	2	0	6	11	0	13	3	10	0	0	3	28	0	7	2	2	6	65	9	13	8	12	1	8	2	3	6	4	4	12	5	1	3	23	4	2	0	22	1	3	34	14	10	4	10	20	4	6	0	5	7	25	3	0	4	0	5	2	4	0	13	0	0	13	0	4	0	14	3	6	0	2	3	0	2	8	4	8	7	2	0	5	1	1	10	1	19	2	3	1	2	14	15	2	0	1	2	3	2	4	0	2	5	11	14	3	1	2	1	6	11	0	0	1	6	1	1	16	2	12	0	6	6	1	2	4	0	11	1	16	2	8	2	8	3	3	0	1	0	1	5	0	1	2	2	1	4	1	4	1	3	6	2	3	0	2	0	5	1	2	4	1	3	2	5	3	5	0	7	4	2	8	1	0	1	1	2	1	4	25	2	10	0	3	6	4	2	3	0	0	0	3	4	1	6	2	0	2	0	2	2	6	0	0	0	0	0	0	4	8	6	0	2	2	4	22	2	0	2	2	1	9	4	3	4	0	6	1	0	0	12	2	5	3	0	0	1	4	0	6	8	5	1	4	2	1	4	2	1	1	1	11	5	2	2	3	1	2	2	0	8	2	3	3	3	13	0	2	0	8	0	10	4	0	1	0	3	1	0	0	0	1	2	4	5	2	0	0	2	0	9	7	1	8	0	1	3	4	2	17	0	1	1	0	3	0	0	6	7	1	1	0	5	2	2	1	1	2	3	4	2	6	0	2	0	0	3	0	2	2	0	0	3	7	1	2	0	6	1	3	2	0	0	3	4	0	1	5	1	2	3	1	3	1	0	0	1	4	2	5	2	3	0	0	2	2	0	6	4	8	0	3	5	4	5	2	0	0	7
SimpleBits	0	1	2	4	1	1	1	0	5	0	0	4	2	0	8	0	3	1	0	6	3	2	0	10	6	6	0	7	0	0	3	1	2	3	0	6	0	0	1	1	0	2	0	3	3	0	2	0	4	1	5	0	0	0	0	1	1	0	0	0	0	2	2	1	1	0	4	0	0	0	5	0	0	0	0	1	1	1	6	6	1	1	2	0	0	2	0	1	0	4	0	2	0	2	0	0	2	1	2	2	10	4	2	0	0	0	1	0	1	1	6	0	2	3	0	1	0	0	1	3	0	0	2	0	4	0	1	1	0	1	0	0	1	0	0	2	2	5	1	2	0	0	1	2	0	3	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2	0	3	0	1	1	0	0	6	0	6	2	2	1	0	3	2	1	0	0	3	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	1	2	3	0	0	0	3	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	2	2	0	2	3	0	1	0	0	1	0	0	1	2	0	1	2	0	0	0	3	0	0	0	0	1	0	0	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	1	0	0	0	0	0	6	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	2	0	0	1	1	1	2	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	5	0	5	0	0	1	1	0	0	2	0	2	0	3	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	0	2	4	0	3	1	0	0	0	0	0	2	0	0	2	4	8
Talking Points Memo	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	8	0	1	2	0	2	0	0	1	1	6	4	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ongoing by Tim Bray	0	0	1	6	0	1	0	0	1	1	1	1	0	3	1	1	1	0	1	0	1	0	0	9	6	5	0	3	0	2	3	0	4	5	0	5	0	0	0	0	0	2	0	3	3	0	1	0	2	0	3	1	0	1	1	4	3	0	0	0	1	0	2	0	1	0	0	0	0	0	9	0	0	1	0	2	0	3	2	2	1	1	1	1	0	2	1	2	3	0	1	1	3	0	2	0	0	0	0	5	5	0	2	1	2	0	0	0	1	1	10	0	0	5	1	2	0	0	0	1	0	0	1	1	0	0	0	0	2	0	1	0	1	1	0	0	2	5	0	1	0	0	0	0	1	8	3	0	0	0	0	1	1	0	0	0	0	1	0	2	1	0	0	0	0	1	1	3	0	3	0	0	0	0	1	0	3	2	0	5	2	2	0	0	0	0	0	0	5	0	1	1	1	2	1	2	0	0	0	2	3	0	0	3	1	1	0	0	1	1	1	2	4	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	3	3	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	2	1	1	0	1	1	0	0	0	0	4	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	5	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	3	0	1	2	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	3	0	0	0	0	2	0	0	0	0	1	2	0	2	0	2	0	0	2	0	1	3	0	0	1	1	1	1	0	0	0	0
TechCrunch	0	0	0	1	0	0	0	10	3	2	0	1	0	5	0	0	2	0	0	1	1	0	0	0	0	3	2	2	2	1	4	0	3	2	0	0	0	2	0	1	0	2	0	1	1	0	0	0	4	1	0	1	0	0	0	0	12	3	0	1	3	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	3	1	0	0	2	1	1	0	1	0	0	2	1	0	0	1	0	0	0	0	1	0	0	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	2	1	0	6	0	2	0	0	0	0	0	0	4	0	0	0	4	1	1	0	2	1	0	0	1	0	1	0	0	0	3	1	0	1	0	0	0	1	0	4	0	0	2	4	0	1	0	2	2	0	4	2	1	0	0	2	0	0	0	1	3	0	4	1	0	0	0	1	2	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3	5	0	1	0	0	4	0	0	0	0	0	0	0	0	3	1	0	0	0	3	2	2	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	2	0	0	0	2	0	0	1	0	0	0	2	0	0	0	1	2	0	0	3	0	1	0	1	2	2	1	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	5	0	0	0	0	1	0	0	0	1	1	0	1	0	2	1	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	1	2	0	2	2	0	1	1	0	0	1	2	2	1	1	0	0	2	0	2	0	0	1	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	3	0	0	0	0	1	0	1	1	0	1	0	2	0	4	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	1	0	1	0	1	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0
Techdirt.	2	6	3	39	10	14	0	18	29	4	2	32	8	23	8	5	36	9	3	7	35	3	11	3	19	47	20	31	5	17	14	3	24	19	3	6	1	10	15	13	4	23	10	11	44	1	31	3	50	2	50	14	1	38	9	8	52	21	0	2	12	16	26	10	26	19	9	0	6	5	52	31	13	0	3	5	14	9	43	29	23	20	23	4	24	8	7	9	40	10	7	30	28	10	56	18	27	13	1	31	47	19	20	11	11	9	4	2	40	7	54	18	2	44	3	1	53	0	4	35	6	5	31	41	6	0	57	9	10	8	48	62	0	9	35	21	4	25	7	20	9	2	3	33	4	42	22	25	16	9	19	17	1	14	7	2	4	0	21	3	10	14	37	21	3	2	11	13	27	0	10	8	9	0	2	3	12	22	21	7	6	14	2	1	9	0	2	9	23	8	28	10	5	3	0	23	0	7	14	7	35	6	11	3	44	25	0	0	26	7	5	5	14	6	7	4	2	2	22	3	1	4	4	8	6	10	4	9	1	3	15	2	2	31	0	11	2	20	2	3	1	6	2	11	2	1	13	3	16	25	10	4	38	3	19	5	3	8	13	0	9	1	0	7	1	1	6	7	3	13	3	1	5	32	11	2	6	0	37	5	8	7	1	8	7	1	11	2	0	5	8	6	3	54	14	5	6	20	7	8	10	9	10	3	4	0	5	8	5	6	19	0	0	7	5	4	4	20	3	5	2	4	5	0	2	6	8	8	8	1	3	3	3	3	3	6	2	15	2	2	1	4	5	2	6	2	8	21	1	33	1	6	8	1	9	3	4	4	0	5	5	2	2	11	6	11	6	2	9	5	12	5	1	4	8	3	5	0	9	12	9	1	4	14	2	1	17	8	1	3	2	10	1	7	1	23	0	7	10	6	0	17	2	0	7	9	6	0	5	3	2	0	2	3	6	4	7	2	3	26	4	2	2	4	4	1	11	8	5	7	4	4	5	4	6	6	4	0
TMZ.com	0	0	1	1	0	3	0	0	0	0	2	1	0	0	0	0	1	0	0	0	2	0	0	0	2	1	0	0	0	0	2	0	1	1	0	0	3	0	0	0	0	2	4	0	2	2	0	1	1	0	2	3	1	17	0	0	0	0	0	0	6	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	3	1	0	0	2	1	0	0	2	0	0	0	0	2	1	0	0	3	1	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	3	1	0	1	0	1	0	9	0	1	0	0	6	2	0	0	0	0	0	1	2	0	3	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	2	0	0	0	2	0	0	0	0	1	0	0	1	0	1	0	0	6	0	0	0	2	0	1	0	1	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	4	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	5	3	0	1	1	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	2	0	0	3	1	0	0	0	0	0	0	0	0	0	4	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Latest Items from TreeHugger	0	2	1	3	1	0	0	0	1	1	0	1	0	3	0	0	0	1	0	1	2	0	0	2	1	0	1	1	1	3	3	0	0	1	0	0	0	0	0	0	1	1	0	1	2	0	1	2	0	0	1	1	0	1	0	2	0	1	0	2	0	1	2	0	0	0	2	0	0	0	1	0	2	0	0	0	5	0	0	1	0	2	1	1	0	0	1	0	2	1	0	1	3	0	1	0	1	0	1	1	4	0	1	4	0	1	0	0	0	0	3	0	0	0	0	0	2	2	0	3	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	2	1	0	1	2	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	2	0	1	1	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	3	0	0	0	0	2	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	2	2	2	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	2	9	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
We Make Money Not Art	0	0	0	1	0	1	0	0	1	0	0	1	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
